,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,gender,other_parties,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
733,unchecked,24,all paid,used car,2603,above_1000,employed,female,none,car,28,none,rent,1,skilled,1,yes,yes,good
734,unchecked,4,critical,new car,3380,below_100,employed,female,none,real estate,37,none,own,1,skilled,2,none,yes,good
735,no,36,all paid,domestic appliance,3990,no_savings,unemployed,female,none,no known property,29,bank,own,1,unemeployed,1,none,yes,good
736,no,24,all paid,used car,11560,below_100,employed,female,none,car,23,none,rent,2,self_employed,1,none,yes,bad
737,no,18,all paid,new car,4380,below_500,employed,male,none,car,35,none,own,1,unskilled,2,yes,yes,good
738,unchecked,6,critical,new car,6761,below_100,employed,male,none,no known property,45,none,own,2,self_employed,2,yes,yes,good
739,no,30,all paid,business,4280,below_500,employed,female,none,car,26,none,rent,2,unskilled,1,none,yes,bad
740,no,24,all paid,new car,2325,below_500,employed,male,none,car,32,bank,own,1,skilled,1,none,yes,good
741,no,10,all paid,radio/tv,1048,below_100,employed,male,none,real estate,23,stores,own,1,unskilled,1,none,yes,good
742,unchecked,21,all paid,radio/tv,3160,no_savings,employed,male,none,life insurance,41,none,own,1,skilled,1,yes,yes,good
743,no,24,all paid,furniture/equipment,2483,below_1000,employed,male,none,real estate,22,stores,own,1,skilled,1,yes,yes,good
744,no,39,critical,furniture/equipment,14179,no_savings,employed,male,none,life insurance,30,none,own,2,self_employed,1,yes,yes,good
745,no,13,critical,business,1797,below_100,unemployed,male,none,life insurance,28,bank,own,2,unskilled,1,none,yes,good
746,no,15,all paid,new car,2511,below_100,unemployed,female,none,car,23,none,rent,1,skilled,1,none,yes,good
747,no,12,all paid,new car,1274,below_100,unemployed,female,none,real estate,37,none,own,1,unskilled,1,none,yes,bad
748,unchecked,21,all paid,used car,5248,no_savings,employed,male,none,car,26,none,own,1,skilled,1,none,yes,good
749,unchecked,15,all paid,used car,3029,below_100,employed,male,none,car,33,none,own,1,skilled,1,none,yes,good
750,no,6,all paid,furniture/equipment,428,below_100,employed,female,none,life insurance,49,bank,own,1,skilled,1,yes,yes,good
751,no,18,all paid,new car,976,below_100,unemployed,female,none,car,23,none,own,1,unskilled,1,none,yes,bad
752,no,12,all paid,business,841,below_500,employed,female,none,real estate,23,none,rent,1,unskilled,1,none,yes,good
753,unchecked,30,critical,radio/tv,5771,below_100,employed,female,none,car,25,none,own,2,skilled,1,none,yes,good
754,unchecked,12,delayed,repairs,1555,above_1000,employed,male,none,no known property,55,none,for free,2,skilled,2,none,yes,bad
755,no,24,all paid,new car,1285,no_savings,employed,female,none,no known property,32,none,rent,1,skilled,1,none,yes,bad
756,yes,6,critical,new car,1299,below_100,employed,male,none,real estate,74,none,own,3,unemeployed,2,none,no,good
757,yes,15,critical,radio/tv,1271,no_savings,employed,male,none,no known property,39,none,for free,2,skilled,1,yes,yes,bad
758,unchecked,24,all paid,new car,1393,below_100,employed,male,guarantor,real estate,31,none,own,1,skilled,1,yes,yes,good
759,no,12,critical,new car,691,below_100,employed,male,none,life insurance,35,none,own,2,skilled,1,none,yes,bad
760,unchecked,15,critical,new car,5045,no_savings,employed,female,none,car,59,none,own,1,skilled,1,yes,yes,good
761,no,18,critical,furniture/equipment,2124,below_100,employed,female,none,real estate,24,none,rent,2,skilled,1,none,yes,bad
762,no,12,all paid,radio/tv,2214,below_100,employed,male,none,life insurance,24,none,own,1,unskilled,1,none,yes,good
763,unchecked,21,critical,new car,12680,no_savings,employed,male,none,no known property,30,none,for free,1,self_employed,1,yes,yes,bad
764,unchecked,24,critical,new car,2463,below_500,employed,male,none,life insurance,27,none,own,2,skilled,1,yes,yes,good
765,no,12,all paid,radio/tv,1155,below_100,employed,male,guarantor,real estate,40,bank,own,2,unskilled,1,none,yes,good
766,no,30,all paid,furniture/equipment,3108,below_100,unemployed,male,none,life insurance,31,none,own,1,unskilled,1,none,yes,bad
767,unchecked,10,all paid,used car,2901,no_savings,unemployed,female,none,real estate,31,none,rent,1,skilled,1,none,yes,good
768,no,12,critical,furniture/equipment,3617,below_100,employed,male,none,car,28,none,rent,3,skilled,1,yes,yes,good
769,unchecked,12,critical,radio/tv,1655,below_100,employed,male,none,real estate,63,none,own,2,unskilled,1,yes,yes,good
770,no,24,all paid,used car,2812,no_savings,employed,female,none,real estate,26,none,rent,1,skilled,1,none,yes,good
771,no,36,critical,education,8065,below_100,employed,female,none,no known property,25,none,own,2,self_employed,1,yes,yes,bad
772,unchecked,21,critical,used car,3275,below_100,employed,male,none,car,36,none,own,1,self_employed,1,yes,yes,good
773,unchecked,24,critical,radio/tv,2223,below_500,employed,male,none,life insurance,52,bank,own,2,skilled,1,none,yes,good
774,yes,12,critical,new car,1480,below_1000,unemployed,male,none,no known property,66,bank,for free,3,unemeployed,1,none,yes,good
775,no,24,all paid,new car,1371,no_savings,employed,female,none,real estate,25,none,rent,1,skilled,1,none,yes,bad
776,unchecked,36,critical,new car,3535,below_100,employed,male,none,car,37,none,own,2,skilled,1,yes,yes,good
777,no,18,all paid,radio/tv,3509,below_100,employed,female,guarantor,real estate,25,none,own,1,skilled,1,none,yes,good
778,unchecked,36,critical,used car,5711,above_1000,employed,male,none,car,38,none,own,2,self_employed,1,yes,yes,good
779,no,18,all paid,repairs,3872,below_100,unemployed,female,none,car,67,none,own,1,skilled,1,yes,yes,good
780,no,39,critical,radio/tv,4933,below_100,employed,male,guarantor,real estate,25,none,own,2,skilled,1,none,yes,bad
781,unchecked,24,critical,new car,1940,above_1000,employed,male,none,real estate,60,none,own,1,skilled,1,yes,yes,good
782,no,12,all paid,retraining,1410,below_100,employed,male,none,real estate,31,none,own,1,unskilled,1,yes,yes,good
783,no,12,all paid,new car,836,below_500,unemployed,female,none,life insurance,23,bank,own,1,unskilled,1,none,yes,bad
784,no,20,all paid,used car,6468,no_savings,unemployed,male,none,real estate,60,none,own,1,self_employed,1,yes,yes,good
785,no,18,all paid,business,1941,above_1000,employed,male,none,life insurance,35,none,own,1,unskilled,1,yes,yes,good
786,unchecked,22,all paid,radio/tv,2675,below_1000,employed,male,none,car,40,none,own,1,skilled,1,none,yes,good
787,unchecked,48,critical,used car,2751,no_savings,employed,male,none,car,38,none,own,2,skilled,2,yes,yes,good
788,no,48,delayed,education,6224,below_100,employed,male,none,no known property,50,none,for free,1,skilled,1,none,yes,bad
789,no,40,critical,education,5998,below_100,employed,male,none,no known property,27,bank,own,1,skilled,1,yes,yes,bad
790,no,21,all paid,business,1188,below_100,employed,female,none,life insurance,39,none,own,1,skilled,2,none,yes,bad
791,unchecked,24,all paid,used car,6313,no_savings,employed,male,none,car,41,none,own,1,self_employed,2,yes,yes,good
792,unchecked,6,critical,furniture/equipment,1221,no_savings,employed,male,none,life insurance,27,none,own,2,skilled,1,none,yes,good
793,yes,24,all paid,furniture/equipment,2892,below_100,employed,male,none,no known property,51,none,for free,1,skilled,1,none,yes,good
794,unchecked,24,all paid,furniture/equipment,3062,below_1000,employed,male,none,no known property,32,none,rent,1,skilled,1,yes,yes,good
795,unchecked,9,all paid,furniture/equipment,2301,below_500,unemployed,female,none,life insurance,22,none,rent,1,skilled,1,none,yes,good
796,no,18,all paid,used car,7511,no_savings,employed,male,none,life insurance,51,none,for free,1,skilled,2,yes,yes,bad
797,unchecked,12,critical,furniture/equipment,1258,below_100,unemployed,female,none,life insurance,22,none,rent,2,unskilled,1,none,yes,good
798,unchecked,24,delayed,new car,717,no_savings,employed,male,none,car,54,none,own,2,skilled,1,yes,yes,good
799,no,9,all paid,new car,1549,no_savings,unemployed,male,none,real estate,35,none,own,1,unemeployed,1,none,yes,good
800,unchecked,24,critical,education,1597,below_100,employed,male,none,no known property,54,none,for free,2,skilled,2,none,yes,good
801,no,18,critical,radio/tv,1795,below_100,employed,female,guarantor,real estate,48,bank,rent,2,unskilled,1,yes,yes,good
802,no,20,critical,furniture/equipment,4272,below_100,employed,female,none,life insurance,24,none,own,2,skilled,1,none,yes,good
803,unchecked,12,critical,radio/tv,976,no_savings,employed,male,none,car,35,none,own,2,skilled,1,none,yes,good
804,no,12,all paid,new car,7472,no_savings,unemployed,female,none,real estate,24,none,rent,1,unemeployed,1,none,yes,good
805,no,36,all paid,new car,9271,below_100,employed,male,none,car,24,none,own,1,skilled,1,yes,yes,bad
806,no,6,all paid,radio/tv,590,below_100,unemployed,male,none,real estate,26,none,own,1,unskilled,1,none,no,good
807,unchecked,12,critical,radio/tv,930,no_savings,employed,male,none,real estate,65,none,own,4,skilled,1,none,yes,good
808,no,42,all paid,used car,9283,below_100,unemployed,male,none,no known property,55,bank,for free,1,self_employed,1,yes,yes,good
809,no,15,all paid,new car,1778,below_100,unemployed,female,none,real estate,26,none,rent,2,unemeployed,1,none,yes,bad
810,no,8,all paid,business,907,below_100,unemployed,male,none,real estate,26,none,own,1,skilled,1,yes,yes,good
811,no,6,all paid,radio/tv,484,below_100,employed,male,guarantor,real estate,28,bank,own,1,unskilled,1,none,yes,good
812,no,36,critical,used car,9629,below_100,employed,male,none,car,24,none,own,2,skilled,1,yes,yes,bad
813,no,48,all paid,domestic appliance,3051,below_100,employed,male,none,car,54,none,own,1,skilled,1,none,yes,bad
814,no,48,all paid,new car,3931,below_100,employed,male,none,no known property,46,none,for free,1,skilled,2,none,yes,bad
815,no,36,delayed,new car,7432,below_100,employed,female,none,life insurance,54,none,rent,1,skilled,1,none,yes,good
816,unchecked,6,all paid,domestic appliance,1338,below_1000,employed,male,none,real estate,62,none,own,1,skilled,1,none,yes,good
817,unchecked,6,critical,radio/tv,1554,below_100,employed,female,none,car,24,none,rent,2,skilled,1,yes,yes,good
818,no,36,all paid,other,15857,below_100,unemployed,male,co applicant,car,43,none,own,1,self_employed,1,none,yes,good
819,no,18,all paid,radio/tv,1345,below_100,employed,male,none,real estate,26,bank,own,1,skilled,1,none,yes,bad
820,unchecked,12,all paid,new car,1101,below_100,employed,male,none,real estate,27,none,own,2,skilled,1,yes,yes,good
821,yes,12,all paid,radio/tv,3016,below_100,employed,male,none,car,24,none,own,1,skilled,1,none,yes,good
822,no,36,all paid,furniture/equipment,2712,below_100,employed,male,none,life insurance,41,bank,own,1,skilled,2,none,yes,bad
823,no,8,critical,new car,731,below_100,employed,male,none,real estate,47,none,own,2,unskilled,1,none,yes,good
824,unchecked,18,critical,furniture/equipment,3780,below_100,unemployed,male,none,car,35,none,own,2,self_employed,1,yes,yes,good
825,no,21,critical,new car,1602,below_100,employed,male,none,car,30,none,own,2,skilled,1,yes,yes,good
826,no,18,critical,new car,3966,below_100,employed,female,none,real estate,33,bank,rent,3,skilled,1,yes,yes,bad
827,unchecked,18,all paid,business,4165,below_100,employed,male,none,car,36,stores,own,2,skilled,2,none,yes,bad
828,no,36,all paid,used car,8335,no_savings,employed,male,none,no known property,47,none,for free,1,skilled,1,none,yes,bad
829,no,48,delayed,business,6681,no_savings,employed,male,none,no known property,38,none,for free,1,skilled,2,yes,yes,good
830,unchecked,24,delayed,business,2375,below_1000,employed,male,none,car,44,none,own,2,skilled,2,yes,yes,good
831,no,18,all paid,new car,1216,below_100,unemployed,female,none,car,23,none,rent,1,skilled,1,yes,yes,bad
832,no,45,all paid,business,11816,below_100,employed,male,none,car,29,none,rent,2,skilled,1,none,yes,bad
833,no,24,all paid,radio/tv,5084,no_savings,employed,female,none,car,42,none,own,1,skilled,1,yes,yes,good
834,yes,15,all paid,radio/tv,2327,below_100,unemployed,female,none,real estate,25,none,own,1,unskilled,1,none,yes,bad
835,no,12,all paid,new car,1082,below_100,employed,male,none,car,48,bank,own,2,skilled,1,none,yes,bad
836,unchecked,12,all paid,radio/tv,886,no_savings,employed,female,none,car,21,none,own,1,skilled,1,none,yes,good
837,unchecked,4,all paid,furniture/equipment,601,below_100,unemployed,female,none,real estate,23,none,rent,1,unskilled,2,none,yes,good
838,no,24,critical,used car,2957,below_100,employed,male,none,life insurance,63,none,own,2,skilled,1,yes,yes,good
839,unchecked,24,critical,radio/tv,2611,below_100,employed,male,co applicant,real estate,46,none,own,2,skilled,1,none,yes,good
840,no,36,all paid,furniture/equipment,5179,below_100,employed,male,none,life insurance,29,none,own,1,skilled,1,none,yes,bad
841,unchecked,21,delayed,used car,2993,below_100,employed,male,none,real estate,28,stores,own,2,unskilled,1,none,yes,good
842,unchecked,18,all paid,repairs,1943,below_100,unemployed,female,none,real estate,23,none,own,1,skilled,1,none,yes,bad
843,unchecked,24,all paid,business,1559,below_100,employed,male,none,car,50,bank,own,1,skilled,1,yes,yes,good
844,unchecked,18,all paid,furniture/equipment,3422,below_100,employed,male,none,life insurance,47,bank,own,3,skilled,2,yes,yes,good
845,no,21,all paid,furniture/equipment,3976,no_savings,employed,male,none,car,35,none,own,1,skilled,1,yes,yes,good
846,unchecked,18,all paid,new car,6761,no_savings,employed,male,none,car,68,none,rent,2,skilled,1,none,yes,bad
847,unchecked,24,all paid,new car,1249,below_100,unemployed,male,none,real estate,28,none,own,1,skilled,1,none,yes,good
848,no,9,all paid,radio/tv,1364,below_100,employed,male,none,real estate,59,none,own,1,skilled,1,none,yes,good
849,no,12,all paid,radio/tv,709,below_100,employed,male,none,real estate,57,stores,own,1,unskilled,1,none,yes,bad
850,no,20,critical,new car,2235,below_100,employed,male,guarantor,life insurance,33,bank,rent,2,skilled,1,none,no,bad
851,unchecked,24,critical,used car,4042,no_savings,employed,male,none,life insurance,43,none,own,2,skilled,1,yes,yes,good
852,unchecked,15,critical,radio/tv,1471,below_100,employed,male,none,no known property,35,none,for free,2,skilled,1,yes,yes,good
853,no,18,all paid,new car,1442,below_100,employed,male,none,no known property,32,none,for free,2,unskilled,2,none,yes,bad
854,unchecked,36,delayed,new car,10875,below_100,employed,male,none,car,45,none,own,2,skilled,2,yes,yes,good
855,unchecked,24,all paid,new car,1474,below_500,unemployed,male,none,real estate,33,none,own,1,skilled,1,yes,yes,good
856,unchecked,10,all paid,retraining,894,no_savings,employed,female,none,life insurance,40,none,own,1,skilled,1,yes,yes,good
857,unchecked,15,critical,furniture/equipment,3343,below_100,employed,male,none,no known property,28,none,for free,1,skilled,1,yes,yes,good
858,no,15,all paid,new car,3959,below_100,employed,female,none,life insurance,29,none,own,1,skilled,1,yes,yes,bad
859,unchecked,9,all paid,new car,3577,below_500,employed,male,guarantor,real estate,26,none,rent,1,skilled,2,none,no,good
860,unchecked,24,critical,used car,5804,above_1000,employed,male,none,real estate,27,none,own,2,skilled,1,none,yes,good
861,unchecked,18,delayed,business,2169,below_100,employed,male,none,car,28,none,own,1,skilled,1,yes,yes,bad
862,no,24,all paid,radio/tv,2439,below_100,unemployed,female,none,real estate,35,none,own,1,skilled,1,yes,yes,bad
863,unchecked,27,critical,furniture/equipment,4526,above_1000,unemployed,male,none,real estate,32,stores,own,2,unskilled,2,yes,yes,good
864,unchecked,10,all paid,furniture/equipment,2210,below_100,employed,male,none,real estate,25,bank,rent,1,unskilled,1,none,yes,bad
865,unchecked,15,all paid,furniture/equipment,2221,below_1000,employed,female,none,car,20,none,rent,1,skilled,1,none,yes,good
866,no,18,all paid,radio/tv,2389,below_100,unemployed,female,none,car,27,stores,own,1,skilled,1,none,yes,good
867,unchecked,12,critical,furniture/equipment,3331,below_100,employed,male,none,life insurance,42,stores,own,1,skilled,1,none,yes,good
868,unchecked,36,all paid,business,7409,no_savings,employed,male,none,life insurance,37,none,own,2,skilled,1,none,yes,good
869,no,12,all paid,furniture/equipment,652,below_100,employed,female,none,life insurance,24,none,rent,1,skilled,1,none,yes,good
870,unchecked,36,delayed,furniture/equipment,7678,below_1000,employed,female,none,car,40,none,own,2,skilled,1,yes,yes,good
871,yes,6,critical,new car,1343,below_100,employed,male,none,real estate,46,none,own,2,skilled,2,none,no,good
872,no,24,critical,business,1382,below_500,employed,male,none,real estate,26,none,own,2,skilled,1,yes,yes,good
873,unchecked,15,all paid,domestic appliance,874,no_savings,unemployed,female,none,real estate,24,none,own,1,skilled,1,none,yes,good
874,no,12,all paid,furniture/equipment,3590,below_100,employed,male,co applicant,life insurance,29,none,own,1,unskilled,2,none,yes,good
875,no,11,critical,new car,1322,above_1000,employed,female,none,car,40,none,own,2,skilled,1,none,yes,good
876,no,18,all paid,radio/tv,1940,below_100,unemployed,male,co applicant,no known property,36,bank,for free,1,self_employed,1,yes,yes,good
877,unchecked,36,all paid,radio/tv,3595,below_100,employed,male,none,car,28,none,own,1,skilled,1,none,yes,good
878,no,9,all paid,new car,1422,below_100,unemployed,male,none,no known property,27,none,for free,1,self_employed,1,yes,yes,bad
879,unchecked,30,critical,radio/tv,6742,no_savings,employed,male,none,life insurance,36,none,own,2,skilled,1,none,yes,good
880,unchecked,24,all paid,used car,7814,below_100,employed,male,none,car,38,none,own,1,self_employed,1,yes,yes,good
881,unchecked,24,all paid,used car,9277,no_savings,employed,male,none,no known property,48,none,for free,1,skilled,1,yes,yes,good
882,no,30,critical,new car,2181,no_savings,employed,male,none,real estate,36,none,own,2,skilled,1,none,yes,good
883,unchecked,18,critical,radio/tv,1098,below_100,unemployed,female,none,car,65,none,own,2,unemeployed,1,none,yes,good
884,no,24,all paid,furniture/equipment,4057,below_100,employed,male,none,car,43,none,own,1,skilled,1,yes,yes,bad
885,no,12,all paid,education,795,below_100,unemployed,female,none,life insurance,53,none,own,1,skilled,1,none,yes,bad
886,no,24,critical,business,2825,no_savings,employed,male,none,no known property,34,none,own,2,skilled,2,yes,yes,good
887,no,48,all paid,business,15672,below_100,employed,male,none,car,23,none,own,1,skilled,1,yes,yes,bad
888,unchecked,36,critical,new car,6614,below_100,employed,male,none,car,34,none,own,2,self_employed,1,yes,yes,good
889,unchecked,28,all paid,used car,7824,no_savings,unemployed,male,guarantor,real estate,40,bank,rent,2,skilled,2,yes,yes,good
890,no,27,critical,business,2442,below_100,employed,male,none,car,43,stores,own,4,self_employed,2,yes,yes,good
891,unchecked,15,critical,radio/tv,1829,below_100,employed,male,none,car,46,none,own,2,skilled,1,yes,yes,good
892,no,12,critical,new car,2171,below_100,employed,male,none,life insurance,38,bank,own,2,unskilled,1,none,no,good
893,no,36,critical,used car,5800,below_100,employed,male,none,car,34,none,own,2,skilled,1,yes,yes,good
894,unchecked,18,critical,radio/tv,1169,no_savings,employed,male,none,life insurance,29,none,own,2,skilled,1,yes,yes,good
895,unchecked,36,delayed,used car,8947,no_savings,employed,male,none,car,31,stores,own,1,self_employed,2,yes,yes,good
896,no,21,all paid,radio/tv,2606,below_100,unemployed,female,none,life insurance,28,none,rent,1,self_employed,1,yes,yes,good
897,unchecked,12,critical,furniture/equipment,1592,above_1000,employed,female,none,life insurance,35,none,own,1,skilled,1,none,no,good
898,unchecked,15,all paid,furniture/equipment,2186,no_savings,employed,female,none,real estate,33,bank,rent,1,unskilled,1,none,yes,good
899,no,18,all paid,furniture/equipment,4153,below_100,employed,male,co applicant,car,42,none,own,1,skilled,1,none,yes,bad
900,no,16,critical,new car,2625,below_100,employed,male,guarantor,life insurance,43,bank,rent,1,skilled,1,yes,yes,bad
901,unchecked,20,critical,new car,3485,no_savings,unemployed,male,none,real estate,44,none,own,2,skilled,1,yes,yes,good
902,unchecked,36,critical,used car,10477,no_savings,employed,male,none,no known property,42,none,for free,2,skilled,1,none,yes,good
903,unchecked,15,all paid,radio/tv,1386,no_savings,employed,male,none,real estate,40,none,rent,1,skilled,1,yes,yes,good
904,unchecked,24,all paid,radio/tv,1278,below_100,employed,male,none,real estate,36,none,own,1,self_employed,1,yes,yes,good
905,no,12,all paid,radio/tv,1107,below_100,employed,male,none,real estate,20,none,rent,1,self_employed,2,yes,yes,good
906,no,21,all paid,new car,3763,no_savings,employed,male,co applicant,real estate,24,none,own,1,unskilled,1,none,no,good
907,no,36,all paid,education,3711,no_savings,employed,male,none,car,27,none,own,1,skilled,1,none,yes,good
908,unchecked,15,delayed,used car,3594,below_100,unemployed,female,none,life insurance,46,none,own,2,unskilled,1,none,yes,good
909,no,9,all paid,new car,3195,no_savings,employed,female,none,real estate,33,none,own,1,unskilled,1,none,yes,good
910,unchecked,36,delayed,radio/tv,4454,below_100,employed,female,none,real estate,34,none,own,2,skilled,1,none,yes,good
911,no,24,critical,furniture/equipment,4736,below_100,unemployed,female,none,car,25,bank,own,1,unskilled,1,none,yes,bad
912,no,30,all paid,radio/tv,2991,no_savings,employed,female,none,car,25,none,own,1,skilled,1,none,yes,good
913,unchecked,11,all paid,business,2142,above_1000,employed,male,none,real estate,28,none,own,1,skilled,1,yes,yes,good
914,no,24,all paid,business,3161,below_100,employed,male,none,life insurance,31,none,rent,1,skilled,1,yes,yes,bad
915,no,48,all paid,other,18424,below_100,employed,female,none,life insurance,32,bank,own,1,self_employed,1,yes,no,bad
916,unchecked,10,all paid,used car,2848,below_500,employed,male,co applicant,real estate,32,none,own,1,skilled,2,none,yes,good
917,no,6,all paid,new car,14896,below_100,employed,male,none,no known property,68,bank,own,1,self_employed,1,yes,yes,bad
918,no,24,all paid,furniture/equipment,2359,below_500,unemployed,male,none,life insurance,33,none,own,1,skilled,1,none,yes,bad
919,no,24,all paid,furniture/equipment,3345,below_100,employed,male,none,life insurance,39,none,rent,1,self_employed,1,yes,yes,bad
920,unchecked,18,critical,furniture/equipment,1817,below_100,employed,female,none,no known property,28,none,own,2,skilled,1,none,yes,good
921,unchecked,48,delayed,radio/tv,12749,below_1000,employed,male,none,car,37,none,own,1,self_employed,1,yes,yes,good
922,no,9,all paid,radio/tv,1366,below_100,unemployed,female,none,life insurance,22,none,rent,1,skilled,1,none,yes,bad
923,no,12,all paid,new car,2002,below_100,employed,male,none,life insurance,30,none,rent,1,skilled,2,yes,yes,good
924,no,24,all paid,furniture/equipment,6872,below_100,unemployed,male,none,life insurance,55,bank,own,1,skilled,1,yes,yes,bad
925,no,12,all paid,new car,697,below_100,unemployed,male,none,car,46,bank,own,2,skilled,1,yes,yes,bad
926,no,18,critical,furniture/equipment,1049,below_100,unemployed,female,none,life insurance,21,none,rent,1,skilled,1,none,yes,good
927,no,48,all paid,used car,10297,below_100,employed,male,none,no known property,39,stores,for free,3,skilled,2,yes,yes,bad
928,unchecked,30,all paid,radio/tv,1867,no_savings,employed,male,none,car,58,none,own,1,skilled,1,yes,yes,good
929,no,12,delayed,new car,1344,below_100,employed,male,none,real estate,43,none,own,2,unskilled,2,none,yes,good
930,no,24,all paid,furniture/equipment,1747,below_100,unemployed,male,co applicant,life insurance,24,none,own,1,unskilled,1,none,no,good
931,no,9,all paid,radio/tv,1670,below_100,unemployed,female,none,car,22,none,own,1,skilled,1,yes,yes,bad
932,unchecked,9,critical,new car,1224,below_100,employed,male,none,real estate,30,none,own,2,skilled,1,none,yes,good
933,unchecked,12,critical,radio/tv,522,below_1000,employed,male,none,life insurance,42,none,own,2,skilled,2,yes,yes,good
934,no,12,all paid,radio/tv,1498,below_100,employed,female,none,car,23,bank,own,1,skilled,1,none,yes,good
935,no,30,delayed,radio/tv,1919,below_500,unemployed,male,none,no known property,30,stores,own,2,self_employed,1,none,yes,bad
936,yes,9,all paid,radio/tv,745,below_100,employed,female,none,real estate,28,none,own,1,unskilled,1,none,yes,bad
937,no,6,all paid,radio/tv,2063,below_100,unemployed,male,none,car,30,none,rent,1,self_employed,1,yes,yes,good
938,no,60,all paid,education,6288,below_100,employed,male,none,no known property,42,none,for free,1,skilled,1,none,yes,bad
939,unchecked,24,critical,used car,6842,no_savings,employed,male,none,life insurance,46,none,own,2,self_employed,2,yes,yes,good
940,unchecked,12,all paid,new car,3527,no_savings,unemployed,male,none,life insurance,45,none,own,1,self_employed,2,yes,yes,good
941,unchecked,10,all paid,new car,1546,below_100,employed,male,none,real estate,31,none,own,1,unskilled,2,none,no,good
942,unchecked,24,all paid,furniture/equipment,929,no_savings,employed,male,none,car,31,stores,own,1,skilled,1,yes,yes,good
943,unchecked,4,critical,new car,1455,below_100,employed,male,none,real estate,42,none,own,3,unskilled,2,none,yes,good
944,no,15,all paid,furniture/equipment,1845,below_100,unemployed,female,guarantor,life insurance,46,none,rent,1,skilled,1,none,yes,good
945,no,48,all paid,new car,8358,below_1000,unemployed,female,none,car,30,none,own,2,skilled,1,none,yes,good
946,no,24,all paid,furniture/equipment,3349,below_1000,unemployed,male,none,no known property,30,none,for free,1,skilled,2,yes,yes,bad
947,unchecked,12,all paid,new car,2859,no_savings,unemployed,male,none,no known property,38,none,own,1,self_employed,1,yes,yes,good
948,unchecked,18,all paid,furniture/equipment,1533,below_100,unemployed,male,co applicant,life insurance,43,none,own,1,unskilled,2,none,yes,bad
949,unchecked,24,all paid,radio/tv,3621,below_500,employed,male,none,car,31,none,own,2,skilled,1,none,yes,bad
950,no,18,critical,business,3590,below_100,unemployed,male,none,car,40,none,own,3,unemeployed,2,yes,yes,good
951,no,36,delayed,business,2145,below_100,employed,male,none,car,24,none,own,2,skilled,1,yes,yes,bad
952,no,24,all paid,used car,4113,below_1000,unemployed,female,none,car,28,none,rent,1,skilled,1,none,yes,bad
953,unchecked,36,all paid,furniture/equipment,10974,below_100,unemployed,female,none,car,26,none,own,2,self_employed,1,yes,yes,bad
954,no,12,all paid,new car,1893,below_100,employed,female,guarantor,life insurance,29,none,own,1,skilled,1,yes,yes,good
955,no,24,critical,radio/tv,1231,above_1000,employed,female,none,life insurance,57,none,rent,2,self_employed,1,yes,yes,good
956,yes,30,critical,radio/tv,3656,no_savings,employed,male,none,life insurance,49,stores,own,2,unskilled,1,none,yes,good
957,no,9,critical,radio/tv,1154,below_100,employed,male,none,real estate,37,none,own,3,unskilled,1,none,yes,good
958,no,28,all paid,new car,4006,below_100,employed,male,none,car,45,none,own,1,unskilled,1,none,yes,bad
959,no,24,all paid,furniture/equipment,3069,below_500,employed,male,none,no known property,30,none,for free,1,skilled,1,none,yes,good
960,unchecked,6,critical,radio/tv,1740,below_100,employed,male,none,real estate,30,none,rent,2,skilled,1,none,yes,good
961,no,21,delayed,new car,2353,below_100,employed,male,none,life insurance,47,none,own,2,skilled,1,none,yes,good
962,unchecked,15,all paid,new car,3556,no_savings,employed,male,none,no known property,29,none,own,1,skilled,1,none,yes,good
963,unchecked,24,all paid,radio/tv,2397,below_1000,employed,male,none,car,35,bank,own,2,skilled,1,yes,yes,bad
964,no,6,all paid,repairs,454,below_100,unemployed,male,none,life insurance,22,none,own,1,unskilled,1,none,yes,good
965,no,30,all paid,radio/tv,1715,no_savings,employed,female,none,car,26,none,own,1,skilled,1,none,yes,good
966,no,27,critical,radio/tv,2520,below_1000,employed,male,none,life insurance,23,none,own,2,unskilled,1,none,yes,bad
967,unchecked,15,all paid,radio/tv,3568,below_100,employed,female,none,car,54,bank,rent,1,self_employed,1,yes,yes,good
968,unchecked,42,all paid,radio/tv,7166,no_savings,employed,male,none,life insurance,29,none,rent,1,skilled,1,yes,yes,good
969,no,11,critical,new car,3939,below_100,employed,male,none,real estate,40,none,own,2,unskilled,2,none,yes,good
970,no,15,all paid,repairs,1514,below_500,employed,male,guarantor,real estate,22,none,own,1,skilled,1,none,yes,good
971,unchecked,24,all paid,new car,7393,below_100,employed,male,none,life insurance,43,none,own,1,unskilled,2,none,yes,good
972,no,24,all paid,new car,1193,below_100,unemployed,female,co applicant,no known property,29,none,rent,2,unemeployed,1,none,yes,bad
973,no,60,all paid,business,7297,below_100,employed,male,co applicant,no known property,36,none,rent,1,skilled,1,none,yes,bad
974,unchecked,30,critical,radio/tv,2831,below_100,employed,female,none,car,33,none,own,1,skilled,1,yes,yes,good
975,yes,24,all paid,radio/tv,1258,below_1000,employed,female,none,car,57,none,own,1,unskilled,1,none,yes,good
976,no,6,all paid,radio/tv,753,below_100,employed,female,guarantor,real estate,64,none,own,1,skilled,1,none,yes,good
